iter	Logloss
649	0.3738935693
650	0.3738135494
651	0.3736426146
652	0.3734445691
653	0.3732773875
654	0.3731257652
655	0.3728811873
656	0.3727336462
657	0.3725934658
658	0.3724037649
659	0.3722500656
660	0.372121327
661	0.3719445619
662	0.3718162969
663	0.3716607757
664	0.371535681
665	0.3713980148
666	0.3712264605
667	0.3709630801
668	0.3707405113
669	0.3705551831
670	0.3703869811
671	0.3702783203
672	0.3700528728
673	0.3698615322
674	0.3697523977
675	0.3695328898
676	0.3693823607
677	0.3692098589
678	0.3690575443
679	0.3688772811
680	0.3687236182
681	0.3685672225
682	0.368404705
683	0.3682850761
684	0.3681181495
685	0.3680082498
686	0.3678502143
687	0.3676827775
688	0.3674762054
689	0.3672386967
690	0.3670176219
691	0.366836812
692	0.3665982101
693	0.3664378061
694	0.3662430037
695	0.3661414121
696	0.365959582
697	0.3657906877
698	0.3655736576
699	0.3653585588
700	0.3651632098
701	0.3650394269
702	0.3647937923
703	0.3646482189
704	0.36444059
705	0.3642859069
706	0.3641203285
707	0.3639323767
708	0.3637463197
709	0.3635417881
710	0.3634185153
711	0.3632670753
712	0.363080581
713	0.3628609637
714	0.362726905
715	0.3625347263
716	0.3623885698
717	0.3622186188
718	0.3620448781
719	0.3617857611
720	0.3616397505
721	0.3615313812
722	0.3613878848
723	0.361268183
724	0.3611012564
725	0.3609570313
726	0.3607478355
727	0.3606310489
728	0.3604614622
729	0.3603352379
730	0.36015625
731	0.3600096563
732	0.3598437864
733	0.3597048449
734	0.3595781833
735	0.3594009081
736	0.3592750117
737	0.3591163567
738	0.358988857
739	0.3587508017
740	0.3585637972
741	0.3583998951
742	0.3582793916
743	0.3580670622
744	0.3578528014
745	0.3577075924
746	0.3575719668
747	0.3573713707
748	0.3571720499
749	0.3569603399
750	0.3567790928
751	0.3566339931
752	0.3565064934
753	0.3563652927
754	0.3562261325
755	0.3560536308
756	0.3559420184
757	0.3557590223
758	0.3555711433
759	0.3554198854
760	0.3552783932
761	0.3551498003
762	0.3550615089
763	0.3548398875
764	0.3546102495
765	0.3544855556
766	0.3543397636
767	0.3542186771
768	0.3540224901
769	0.353809614
770	0.3536759562
771	0.3535348647
772	0.3533455282
773	0.353249621
774	0.3530293843
775	0.3529354084
776	0.352788341
777	0.3526218152
778	0.3524285798
779	0.3522702527
780	0.3521322222
781	0.3520184964
782	0.351869024
783	0.3516960121
784	0.3515211783
785	0.3513629606
786	0.3511809118
787	0.3510028714
788	0.3508633833
789	0.3507132186
790	0.3505661876
791	0.3504143832
792	0.350227488
793	0.3500271105
794	0.3498921773
795	0.349753673
796	0.3496579116
797	0.3494908757
798	0.349325516
799	0.349175497
800	0.3490294864
801	0.3488877755
802	0.3487194642
803	0.3485843852
804	0.3484050694
805	0.3481835573
806	0.3480238821
807	0.3479481256
808	0.3478146135
809	0.3476390508
810	0.3474978865
811	0.347319591
812	0.3472100557
813	0.3470538057
814	0.3469155565
815	0.3468140377
816	0.3466389852
817	0.3464388264
818	0.3462779851
819	0.3461703081
820	0.3460117989
821	0.3459295563
822	0.3457855498
823	0.345610388
824	0.3454987392
825	0.3452974872
826	0.3451064016
827	0.34491681
828	0.3447255786
829	0.3445323432
830	0.3443634853
831	0.3441435037
832	0.3440227087
833	0.3438263759
834	0.3437132332
835	0.3434575414
836	0.3432940401
837	0.3430807267
838	0.3428842846
839	0.3427446508
840	0.3425141019
841	0.3423429119
842	0.3422371298
843	0.3421207075
844	0.3419748061
845	0.3417608734
846	0.3416388759
847	0.3414599245
848	0.3413028
849	0.3410999082
850	0.3409151265
851	0.3407361386
852	0.3406262025
853	0.340397512
854	0.3402895799
855	0.3400923362
856	0.3399352116
857	0.3397934279
858	0.3396122172
859	0.3394368004
860	0.3392768336
861	0.3391250292
862	0.3389438549
863	0.338822149
864	0.3387207031
865	0.3385676597
866	0.3383656425
867	0.3382091739
868	0.3380392228
869	0.3378431816
870	0.3376778218
871	0.3375566625
872	0.3374093765
873	0.3372204408
874	0.3370813899
875	0.3369084145
876	0.3366661322
877	0.3365561232
878	0.3363701755
879	0.3362701507
880	0.3360565823
881	0.3358980731
882	0.3357963357
883	0.3356856708
884	0.3354987028
885	0.3353317397
886	0.3351592016
887	0.3350161789
888	0.3349349201
889	0.3348019181
890	0.3346735803
891	0.334543785
892	0.3343632667
893	0.3341754241
894	0.3340412197
895	0.3338819453
896	0.3337016091
897	0.333606285
898	0.3334488325
899	0.3332516616
900	0.3330205297
901	0.3329076784
902	0.332748404
903	0.3326434599
904	0.3324804687
905	0.3323190444
906	0.3321615919
907	0.3320862727
908	0.3318912517
909	0.3317446216
910	0.3315832337
911	0.3314175825
912	0.3313045126
913	0.3311642957
914	0.3310206536
915	0.3309229973
916	0.3308083605
917	0.3306803871
918	0.3305112378
919	0.3303244155
920	0.3301755626
921	0.3299994534
922	0.3298563943
923	0.329722117
924	0.3295159457
925	0.3294086695
926	0.329255699
927	0.3291278714
928	0.3289860512
929	0.3288279792
930	0.3286774137
931	0.3285299819
932	0.3283485526
933	0.3281438389
934	0.327991087
935	0.3278583401
936	0.3277679717
937	0.3275080166
938	0.3273648846
939	0.3272557865
940	0.327024108
941	0.3269165403
942	0.3267866721
943	0.3266319525
944	0.3265076959
945	0.3263534865
946	0.3262293027
947	0.3260838386
948	0.3259529865
949	0.3257950239
950	0.3256881851
951	0.3255464742
952	0.3254590573
953	0.3252365249
954	0.3250216447
955	0.3248315794
956	0.3247506122
957	0.3245695473
958	0.3244121312
959	0.3242697645
960	0.3241132958
961	0.3239864885
962	0.3238285987
963	0.3236688141
964	0.3235638701
965	0.3234076201
966	0.3232797196
967	0.3231653743
968	0.3229999417
969	0.3228641704
970	0.3227199452
971	0.322586761
972	0.3224573665
973	0.3223097161
974	0.3222005087
975	0.3220295738
976	0.3218042721
977	0.3216081215
978	0.3214461506
979	0.3213213838
980	0.321156352
981	0.3210237509
982	0.3208781775
983	0.3207379241
984	0.3205969056
985	0.3204651425
986	0.3203467526
987	0.3202421365
988	0.3201188273
989	0.3199930037
990	0.3198438958
991	0.3196543406
992	0.319470725
993	0.3193687325
994	0.3191984171
995	0.3190784602
996	0.3189251618
997	0.3188210923
998	0.3187002973
999	0.3185623397
